SUBID	BLOCK	TRIAL	REP	RUNID	RT	RESP	ACC	RSIJIT	EV_START	EV_BLOCK	EV_TRIAL	EV_RETRIEVAL	EV_PROBE	EV_RESP	EV_BLEND
SUBID	BLOCK	TRIAL	REP	RUNID	RT	RESP	ACC	RSIJIT	EV_START	EV_BLOCK	EV_TRIAL	EV_RETRIEVAL	EV_PROBE	EV_RESP	EV_BLEND
999	1	1	1	1	699.6729	1	0	800	1825563.4423	 0.0027	 0.0110	 0.8282	 1.5455	 2.2462	0
999	1	2	1	1	337.4284	29	1	800	1825563.4423	 0.0027	 0.0229	 0.8402	 1.5575	 1.8967	0
999	1	3	1	1	428.6349	29	0	800	1825563.4423	 0.0027	 1.9078	 2.7251	 3.4424	 3.8722	0
999	1	4	1	1	246.3201	56	1	800	1825563.4423	 0.0027	 0.0182	 0.8356	 1.5529	 1.8003	0
999	1	5	1	1	163.4671	56	1	800	1825563.4423	 0.0027	 1.8200	 2.6373	 3.3546	 3.5247	0
999	1	6	1	1	414.7490	56	1	800	1825563.4423	 0.0027	 3.5377	 4.3551	 5.0726	 5.4885	0
999	1	7	1	1	558.2706	56	1	800	1825563.4423	 0.0027	 5.5061	 6.3235	 7.0407	 7.6001	0
999	1	8	1	1	392.6510	29	1	800	1825563.4423	 0.0027	 7.6076	 8.4253	 9.1425	 9.5360	0
999	1	9	1	1	409.5677	29	1	800	1825563.4423	 0.0027	 9.5447	10.3602	11.0775	11.4878	0
999	1	10	1	1	529.9365	56	1	800	1825563.4423	 0.0027	11.4941	12.3117	13.0291	13.5598	0
999	1	11	1	1	420.8777	56	0	800	1825563.4423	 0.0027	13.5795	14.3969	15.1142	15.5359	0
999	1	12	1	1	699.8030	1	0	800	1825563.4423	 0.0027	 0.0165	 0.8340	 1.5511	 2.2524	0
SUBID	BLOCK	TRIAL	REP	RUNID	RT	RESP	ACC	RSIJIT	EV_START	EV_BLOCK	EV_TRIAL	EV_RETRIEVAL	EV_PROBE	EV_RESP	EV_BLEND
SUBID	BLOCK	TRIAL	REP	RUNID	RT	RESP	ACC	RSIJIT	EV_START	EV_BLOCK	EV_TRIAL	EV_RETRIEVAL	EV_PROBE	EV_RESP	EV_BLEND
SUBID	BLOCK	TRIAL	REP	RUNID	RT	RESP	ACC	RSIJIT	EV_START	EV_BLOCK	EV_TRIAL	EV_RETRIEVAL	EV_PROBE	EV_RESP	EV_BLEND
SUBID	BLOCK	TRIAL	REP	RUNID	RT	RESP	ACC	RSIJIT	EV_START	EV_BLOCK	EV_TRIAL	EV_RETRIEVAL	EV_PROBE	EV_RESP	EV_BLEND
